CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
3136434,No,29.99,110.0,40.0,0.0,0.0,0.0,14.0,0.0,3.7,1.3,8.3,1.0,0.0,20.1,3.0,1.3,25.3,12.7,5.0,0.0,0.3,22,1,1,STLCMB573,1.0,1.0,660.0,32.0,30.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,Unknown,No,2-High,Rural,Professional,Yes
3136442,No,65.9,414.0,50.0,0.0,22.0,0.0,-226.0,-15.9,1.3,2.0,8.0,1.3,0.0,139.0,21.0,8.0,69.7,46.7,3.3,0.0,1.0,18,1,1,ATLATL678,2.0,2.0,98.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,60,No,2-High,Other,Other,No
3136550,No,74.99,628.0,75.0,0.0,0.0,0.0,66.0,0.0,5.0,1.7,32.7,0.0,0.0,134.7,28.0,7.3,196.3,25.7,6.7,0.0,2.7,22,1,1,HOUHOU281,1.0,1.0,660.0,38.0,38.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,8,No,0,Unknown,No,2-High,Other,Other,Yes
3136554,No,25.24,96.0,25.0,0.25,0.0,0.0,-35.0,-0.2,2.0,2.3,24.3,0.0,0.0,27.5,0.3,3.0,42.7,13.0,4.3,0.0,0.3,24,1,1,MIAMIA305,1.0,1.0,721.0,38.0,36.0,No,No,Yes,No,No,Unknown,No,No,No,No,Yes,Yes,0,0,No,No,0,3,No,0,Unknown,No,2-High,Other,Other,Unknown
3136558,Yes,50.2,202.0,50.0,0.0,0.0,0.2,-64.0,-0.2,6.3,0.0,4.7,0.0,0.0,71.3,15.0,2.0,24.3,37.0,6.3,0.0,1.0,22,1,1,SEAPOR503,1.0,1.0,660.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,Unknown,No,4-Medium,Other,Other,No
3136570,No,10.0,74.0,10.0,0.0,0.0,0.0,-38.0,0.0,1.0,0.0,1.7,0.0,0.0,14.8,10.3,6.3,29.3,11.7,1.0,0.0,0.3,20,3,3,ATLANE678,1.0,1.0,614.0,56.0,50.0,Yes,No,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,Unknown,No,1-Highest,Suburban,Other,Yes
3136614,No,36.33,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,1,NMXLCR505,1.0,1.0,659.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Town,Other,Unknown
3136642,Yes,44.06,245.0,30.0,0.0,30.0,0.0,-99.0,-14.1,5.0,0.0,1.0,0.7,0.0,24.7,46.7,7.0,107.0,17.7,5.0,0.0,0.0,18,3,2,NYCMAN917,1.0,1.0,551.0,56.0,48.0,Yes,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,Unknown,No,2-High,Other,Crafts,Yes
3136662,No,32.49,77.0,32.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,9.0,0.0,0.0,27.0,8.7,4.3,19.3,2.7,1.0,0.0,0.0,24,2,2,NNYALB518,2.0,1.0,689.0,36.0,40.0,No,No,Yes,Yes,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,6,No,0,60,No,2-High,Town,Other,Unknown
3136682,No,62.4,149.0,70.0,0.0,0.0,0.0,58.0,-2.4,2.3,0.0,7.7,0.0,0.0,17.3,10.0,2.7,45.0,13.3,2.3,0.0,0.0,22,2,2,NYCWHI914,1.0,1.0,659.0,58.0,54.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,Unknown,No,7-Lowest,Suburban,Professional,Yes
3136690,No,59.09,222.0,57.0,0.0,5.0,0.4,26.0,-1.6,1.0,6.7,11.3,0.0,0.3,20.6,3.3,5.0,45.7,21.0,8.0,0.0,0.0,20,2,2,OHICIN513,1.0,1.0,613.0,40.0,36.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,Unknown,No,3-Good,Town,Professional,No
3136714,Yes,59.99,232.0,70.0,0.0,0.0,0.0,66.0,0.0,0.7,0.3,22.3,0.0,0.0,8.1,12.7,6.3,30.0,15.0,1.0,0.0,0.0,20,2,2,SANAUS512,1.0,1.0,613.0,34.0,36.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,7,No,0,Unknown,No,2-High,Town,Other,Unknown
3136734,No,50.99,382.0,50.0,0.99,0.0,0.0,-23.0,-1.0,1.7,4.7,18.0,0.0,0.0,50.4,9.7,2.0,71.7,35.3,6.3,0.0,1.0,22,1,1,MINMIN612,3.0,3.0,282.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,40,No,1-Highest,Suburban,Other,Unknown
3136746,No,43.82,393.0,35.0,0.0,0.0,0.0,-107.0,-3.8,11.3,0.0,1.0,0.3,0.0,87.2,16.3,8.3,22.7,67.0,11.3,0.0,1.3,20,1,1,NYCWHI914,2.0,2.0,59.0,48.0,26.0,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,7,No,0,60,No,5-Low,Suburban,Other,Unknown
3136750,Yes,44.81,74.0,17.0,0.0,46.0,0.0,16.0,7.7,0.3,5.7,3.3,0.0,0.3,2.3,3.7,0.0,17.0,9.3,7.7,0.0,0.0,18,1,1,NCRPOR757,1.0,1.0,551.0,74.0,74.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,4,No,0,Unknown,No,2-High,Other,Self,Yes
3136858,Yes,32.49,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,2,KCYKCK913,1.0,1.0,659.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Suburban,Other,Unknown
3136866,Yes,32.49,97.0,32.0,0.0,0.0,0.0,118.0,0.0,0.7,0.3,3.0,0.0,0.0,9.7,2.3,2.3,18.7,9.3,1.0,0.0,0.0,20,2,2,ATLANE678,1.0,1.0,613.0,46.0,40.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Other,Other,Yes
3136874,Yes,47.49,128.0,50.0,0.0,0.0,0.0,38.0,0.0,0.3,1.0,6.3,0.0,0.0,14.4,8.0,9.0,54.7,11.0,1.3,0.0,0.0,20,2,1,DALDAL214,1.0,1.0,613.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Suburban,Other,Unknown
3136878,No,56.73,486.0,50.0,2.23,15.0,0.0,-153.0,-3.8,5.3,3.0,20.7,0.7,0.0,96.2,25.0,16.3,95.0,44.7,8.3,0.0,0.3,20,2,1,LAXBEV310,1.0,1.0,613.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Other,Other,Unknown
3136902,No,84.99,117.0,95.0,0.0,0.0,0.0,-25.0,0.0,1.0,1.3,5.3,0.0,0.0,7.6,3.3,3.0,31.0,9.7,2.3,0.0,0.0,22,2,2,FLNBRD941,1.0,1.0,659.0,38.0,44.0,No,No,Yes,No,No,Known,No,No,No,Yes,Yes,Yes,0,0,No,No,0,9,No,0,Unknown,No,3-Good,Suburban,Professional,Yes
3136922,No,40.5,182.0,32.0,0.25,24.0,0.6,-35.0,-8.0,5.0,1.7,10.3,0.0,0.0,12.8,28.3,2.7,45.3,13.0,6.7,0.0,0.3,22,2,2,CHINBK847,1.0,1.0,659.0,30.0,30.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,Unknown,No,2-High,Other,Other,Yes
3136934,Yes,32.08,78.0,30.0,0.25,0.0,0.0,1.0,-0.5,0.0,0.3,2.3,0.3,0.3,25.3,5.0,8.0,36.0,20.0,0.3,0.0,0.0,18,1,1,NYCBRO917,1.0,1.0,551.0,38.0,20.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,3-Good,Suburban,Other,Yes
3136966,Yes,37.03,266.0,32.0,2.23,7.0,0.0,-108.0,-3.6,4.3,0.3,1.7,0.0,0.0,60.2,11.3,4.3,44.0,18.0,4.7,0.0,0.0,18,3,2,NYCCIT914,1.0,1.0,551.0,30.0,0.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Suburban,Other,No
3136982,No,57.4,170.0,70.0,0.25,2.0,0.0,-28.0,-0.9,3.3,0.3,6.3,0.0,0.0,26.0,15.3,3.7,32.3,24.0,3.7,0.0,0.0,20,2,2,SFRSCL408,2.0,2.0,57.0,26.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,30,No,2-High,Other,Other,No
3137038,No,20.01,23.0,17.0,0.0,4.0,0.0,-9.0,-2.4,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.3,0.0,0.0,18,1,1,NCRWLM757,1.0,1.0,550.0,62.0,64.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,4,No,0,Unknown,No,2-High,Town,Professional,No
3137050,Yes,32.49,31.0,32.0,0.0,0.0,0.0,-27.0,0.0,1.3,0.0,1.3,0.0,0.0,1.0,1.0,0.7,4.0,1.7,1.3,0.0,0.0,22,2,2,DETROS810,1.0,1.0,658.0,38.0,32.0,Yes,No,Yes,Yes,No,Known,No,Yes,No,No,Yes,Yes,0,0,Yes,No,0,5,No,0,Unknown,No,2-High,Town,Other,Yes
3137066,No,39.09,177.0,30.0,0.0,26.0,0.0,-40.0,-9.1,4.0,4.0,15.0,0.0,0.0,52.8,16.0,6.7,68.0,24.7,8.0,0.0,0.0,20,3,2,DALDAL214,2.0,2.0,396.0,48.0,36.0,Yes,Yes,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,30,No,3-Good,Other,Other,Unknown
3137070,No,34.26,421.0,30.0,0.0,2.0,0.0,-30.0,-1.0,0.7,2.3,8.3,0.0,0.0,21.4,4.7,0.7,69.7,23.0,3.0,0.0,0.0,18,1,1,NMXLUB806,1.0,1.0,550.0,30.0,32.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Suburban,Other,Yes
3137090,No,54.19,82.0,60.0,0.0,0.0,0.0,7.0,1.2,0.3,0.0,0.0,0.0,0.0,21.5,3.7,0.3,23.3,3.3,0.3,0.0,0.3,18,1,1,NYCWHI914,1.0,1.0,550.0,44.0,38.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,Unknown,No,3-Good,Other,Other,Yes
3137118,No,44.09,664.0,40.0,0.0,10.0,0.0,34.0,10.3,9.0,0.0,7.3,0.0,0.0,3.9,5.0,0.3,79.0,44.0,9.0,0.0,0.0,24,1,1,LAXSAN714,1.0,1.0,719.0,38.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,3,No,0,Unknown,No,7-Lowest,Other,Professional,No
3137122,No,30.26,96.0,30.0,0.0,0.0,0.0,-32.0,-0.3,1.7,3.0,8.0,1.0,0.0,9.2,2.7,0.3,26.3,10.0,4.7,0.0,0.0,18,2,2,MIAMIA305,1.0,1.0,550.0,76.0,74.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,9,No,0,Unknown,No,1-Highest,Suburban,Other,Yes
3137210,Yes,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,2,ATLATL678,1.0,1.0,658.0,26.0,0.0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,Unknown,No,2-High,Town,Other,Unknown
3137222,No,36.45,32.0,30.0,0.0,0.0,0.2,-7.0,-0.2,0.7,0.0,5.0,0.0,0.0,0.0,2.0,0.0,10.7,2.7,0.7,0.0,0.0,22,1,1,DENDEN303,1.0,1.0,658.0,56.0,56.0,No,No,No,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Suburban,Other,Unknown
3137234,Yes,29.99,2.0,30.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,22,1,1,OHIDAY937,1.0,1.0,658.0,30.0,28.0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,Unknown,No,2-High,Town,Other,Unknown
3137238,No,11.22,473.0,10.0,0.99,0.0,0.2,13.0,0.8,9.0,1.3,32.0,0.0,0.0,51.9,24.7,14.3,146.3,13.3,10.3,0.0,2.7,20,2,2,BOSBOS617,2.0,2.0,227.0,30.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,1-Highest,Other,Other,Unknown
3137266,No,75.59,222.0,68.0,0.0,12.0,0.0,32.0,-2.4,0.3,2.3,13.3,0.3,0.0,65.6,16.3,22.3,88.3,17.7,2.7,0.0,1.0,18,3,2,NOLKEN504,1.0,1.0,550.0,30.0,30.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,Unknown,No,3-Good,Suburban,Professional,Yes
3137310,No,42.14,251.0,45.0,0.5,0.0,0.1,-68.0,1.1,1.7,4.3,21.0,1.3,0.0,5.1,2.3,0.0,48.3,36.0,6.0,0.0,0.3,18,1,1,STLCOL618,1.0,1.0,550.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,4-Medium,Other,Other,Unknown
3137326,Yes,30.0,676.0,30.0,0.0,0.0,0.0,-188.0,0.0,3.3,0.0,12.7,0.0,0.0,264.3,11.3,2.7,32.3,77.7,3.3,0.0,0.0,22,3,2,SFRSMO650,1.0,1.0,658.0,36.0,34.0,No,No,Yes,No,No,Known,No,No,No,Yes,Yes,Yes,0,0,No,No,0,3,No,0,Unknown,No,2-High,Other,Other,No
3137334,No,19.18,21.0,17.0,0.0,6.0,0.0,-16.0,-2.2,2.0,0.0,0.3,0.0,0.0,0.0,1.3,0.0,6.3,1.7,2.0,0.0,0.0,24,2,2,PHIWIL302,3.0,2.0,626.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,60,No,3-Good,Suburban,Other,Unknown
3137338,Yes,45.87,458.0,32.0,0.0,50.0,0.0,-176.0,-15.0,7.0,3.7,10.7,0.0,0.0,141.9,31.0,4.3,140.7,48.0,10.7,0.0,1.3,22,2,2,DALFTW817,3.0,1.0,429.0,32.0,32.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,80,No,2-High,Other,Professional,No
3137354,No,17.69,10.0,17.0,0.0,2.0,0.0,-4.0,-0.7,0.0,0.7,2.0,0.0,0.0,0.0,0.0,0.0,2.3,1.7,0.7,0.0,0.0,22,1,1,ATLMEM901,2.0,1.0,555.0,66.0,0.0,No,Yes,No,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,7,No,0,10,No,3-Good,Suburban,Other,No
3137366,Yes,40.04,287.0,30.0,1.98,33.0,0.0,50.0,3.2,1.0,1.0,23.3,0.3,0.0,41.0,30.3,6.7,77.3,29.0,2.0,0.0,0.3,20,1,1,MIANAP941,1.0,1.0,611.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,5,No,0,Unknown,No,2-High,Other,Other,Unknown
3137410,No,29.99,51.0,30.0,0.0,0.0,0.0,-3.0,0.0,11.3,0.3,2.3,0.0,0.0,4.1,0.0,0.0,7.0,2.0,11.7,0.0,0.0,22,2,1,HARNOR203,1.0,1.0,657.0,31.338126770114485,21.144142167617375,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,6-VeryLow,Other,Other,Unknown
3137422,Yes,32.9,220.0,30.0,0.5,0.0,0.0,22.0,-2.3,2.7,0.0,3.0,0.0,0.0,32.1,25.3,7.7,41.3,45.3,2.7,0.0,0.0,18,1,1,NYCBRO917,2.0,2.0,273.0,34.0,0.0,No,Yes,Yes,No,No,Unknown,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,80,No,3-Good,Other,Other,No
3137466,Yes,36.84,148.0,35.0,0.0,0.0,0.0,84.0,1.9,0.7,7.3,3.3,0.0,0.0,30.9,8.3,0.0,25.3,27.7,8.0,0.0,0.0,18,2,1,ATLCHA423,1.0,1.0,549.0,44.0,0.0,Yes,No,No,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Town,Professional,No
3137474,No,17.82,21.0,17.0,0.0,0.0,0.0,9.0,0.2,0.0,2.0,1.7,0.0,0.7,0.0,0.0,0.0,4.0,2.3,2.0,0.0,0.0,20,1,1,STLSTL314,1.0,1.0,611.0,32.0,34.0,No,Yes,No,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,7,No,0,Unknown,No,2-High,Other,Student,Yes
3137482,No,18.48,11.0,17.0,0.0,3.0,0.0,-6.0,-1.5,0.0,0.7,3.0,0.0,0.3,0.3,0.0,0.0,5.0,2.3,0.7,0.0,0.0,18,1,1,APCSIL301,1.0,1.0,549.0,36.0,62.0,No,No,No,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Other,Other,No
3137498,Yes,59.3,485.0,50.0,0.0,31.0,0.0,-139.0,-9.3,8.0,0.7,4.3,0.0,0.0,95.3,25.0,0.7,194.3,8.7,8.7,0.0,0.3,20,1,1,NYCMAN917,1.0,1.0,611.0,54.0,50.0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,9,No,0,Unknown,No,2-High,Other,Professional,Unknown
3137530,Yes,4.75,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,DENBOU303,1.0,1.0,611.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Rural,Other,Unknown
3137546,No,54.06,446.0,50.0,0.0,0.0,0.0,170.0,-0.8,10.3,1.3,26.3,4.0,0.0,83.8,71.3,10.3,168.3,61.7,11.7,0.0,0.3,22,1,1,NYCBRO917,3.0,2.0,309.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,80,No,5-Low,Other,Other,Unknown
3137574,No,29.99,16.0,30.0,0.0,0.0,0.0,6.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.7,2.7,0.0,0.0,22,1,1,NYCNAS516,1.0,1.0,657.0,52.0,78.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,9,No,0,Unknown,No,2-High,Suburban,Professional,Unknown
3137578,No,32.49,14.0,32.0,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,0.3,0.0,0.0,1.5,2.0,0.7,4.3,1.3,0.0,0.0,0.0,24,2,2,CHICHI773,1.0,1.0,718.0,56.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,2,No,0,Unknown,No,2-High,Suburban,Professional,No
3137582,Yes,84.55,51.0,82.0,0.0,8.0,0.0,18.0,3.7,0.7,0.0,3.3,0.0,0.0,1.4,3.3,1.0,9.0,3.7,0.7,0.0,0.0,20,2,2,OMAIWC319,1.0,1.0,611.0,56.0,32.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,Yes,0,9,No,0,Unknown,No,2-High,Town,Professional,Unknown
3137590,No,80.45,454.0,60.0,0.0,42.0,0.0,-53.0,-8.8,1.7,2.0,10.3,0.0,0.0,169.6,22.3,22.7,92.3,40.7,3.7,0.0,1.7,24,2,2,DALFTW817,1.0,1.0,718.0,34.0,30.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,5-Low,Suburban,Crafts,Yes
3137638,No,30.27,27.0,30.0,0.0,0.0,0.0,-5.0,-0.3,0.3,0.7,2.7,0.0,0.0,3.1,1.7,0.3,9.7,2.7,1.0,0.0,0.0,18,1,1,NSHNSH615,1.0,1.0,549.0,58.0,54.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,Unknown,No,2-High,Other,Other,Yes
3137646,No,34.99,89.0,45.0,0.0,0.0,0.0,11.0,0.0,0.7,1.3,11.0,0.0,0.0,15.9,13.3,0.7,21.0,35.7,2.0,0.0,0.0,22,2,1,KCYKCM816,2.0,1.0,626.0,52.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,80,No,4-Medium,Town,Other,No
3137674,Yes,34.07,61.0,32.0,0.5,0.0,0.1,-20.0,4.4,1.3,0.0,0.0,0.0,0.0,10.1,4.3,0.3,27.3,3.3,1.3,0.0,0.0,18,2,2,NYCNAS516,1.0,1.0,549.0,34.0,34.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,Unknown,No,2-High,Other,Crafts,No
3137702,No,57.36,463.0,44.0,1.24,53.0,0.0,40.0,-18.8,4.0,6.0,59.7,1.7,0.0,58.7,23.7,10.7,90.3,113.0,10.0,0.0,1.0,18,1,1,DETROS810,1.0,1.0,549.0,40.0,42.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,1,No,0,Unknown,No,2-High,Other,Other,No
3137762,No,28.49,135.0,40.0,0.0,0.0,0.0,-24.0,0.0,4.3,0.7,9.7,0.0,0.0,18.0,11.7,1.0,42.3,43.3,5.0,0.0,0.3,24,2,2,SFRSCL408,1.0,1.0,717.0,34.0,80.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,7,No,0,Unknown,No,2-High,Other,Professional,No
3137802,Yes,35.66,97.0,30.0,0.25,10.0,0.7,-73.0,-2.7,3.0,0.0,10.0,0.0,0.0,20.1,4.0,0.3,25.3,19.7,3.0,0.0,0.7,22,3,2,DETROS810,2.0,1.0,191.0,66.0,0.0,No,Yes,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,3,No,0,10,No,3-Good,Suburban,Other,No
3137818,No,32.68,69.0,32.0,0.0,0.0,0.0,-5.0,-0.2,0.7,0.0,5.0,0.0,0.0,4.4,5.0,1.0,12.7,11.7,0.7,0.0,0.0,22,2,2,NNYSYR315,1.0,1.0,656.0,60.0,58.0,No,No,Yes,No,No,Known,No,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,Unknown,No,1-Highest,Suburban,Other,Yes
3137822,No,36.23,47.0,30.0,0.0,0.0,0.0,-11.0,0.0,1.7,0.0,0.3,0.0,0.0,9.0,1.3,0.0,15.7,9.0,1.7,0.0,0.0,24,1,1,DETMON734,1.0,1.0,717.0,62.0,52.0,No,No,Yes,Yes,No,Known,Yes,Yes,Yes,No,Yes,Yes,0,0,No,No,0,9,No,0,Unknown,No,2-High,Suburban,Crafts,Yes
3137834,No,86.25,498.0,95.0,0.5,0.0,0.0,254.0,-1.3,5.7,4.7,22.7,0.0,0.0,63.4,36.0,13.3,66.3,51.3,10.3,0.0,1.3,18,2,2,MIAPSL561,2.0,2.0,212.0,31.338126770114485,21.144142167617375,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,80,No,6-VeryLow,Other,Other,Unknown
3137842,No,30.0,56.0,30.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,5.7,0.3,0.0,7.8,1.3,0.0,11.3,2.3,0.0,0.0,0.0,22,1,1,MIADFD954,3.0,2.0,544.0,56.0,54.0,No,Yes,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,7,No,0,30,No,2-High,Suburban,Other,Yes
3137850,No,29.99,75.0,30.0,0.0,0.0,0.0,18.0,0.0,0.7,1.0,5.3,1.3,0.0,15.2,1.7,0.0,19.7,18.3,1.7,0.0,0.0,20,1,1,MINMIN612,2.0,2.0,610.0,22.0,0.0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,60,No,2-High,Suburban,Other,No
3137870,No,31.04,79.0,30.0,0.0,0.0,0.0,48.0,-0.4,0.3,2.3,1.0,0.0,0.7,12.4,3.3,0.3,14.3,11.0,2.7,0.0,0.0,20,1,1,NYCBRO917,1.0,1.0,610.0,58.0,58.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,4,No,0,Unknown,No,6-VeryLow,Other,Crafts,Yes
3137882,Yes,17.14,0.0,17.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,1,CHILAG630,1.0,1.0,548.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Suburban,Other,Unknown
3137886,Yes,33.15,0.0,30.0,0.0,0.0,0.2,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,1,SEAALB541,1.0,1.0,656.0,66.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,7-Lowest,Town,Other,Unknown
